industrycode,description,employment,output,employeecompensation,proprietorincome,otherpropertytypeincome,taxonproductionandimports,county
47,Electric power transmission and distribution,104.91042,138865504,14616034,2660026.75,22257238,17088144,NY_077
48,Natural gas distribution,.22057819,145826.390625,19363.36328125,0,21737.3984375,13682.718,NY_077
49,"Water, sewage and other systems",33.83733,10623445,2956057.5,665575.8125,2245104.75,884576.69,NY_077
50,Construction of new health care structures,51.249794,6527234.5,1329722.625,1251705.625,713307.0625,77348.406,NY_077
51,Construction of new manufacturing structures,73.528336,9056626,1399850,1965150.5,408942.65625,102432.64,NY_077
52,Construction of new power and communication structures,104.5094,14138445,1866017.875,2832007,1610520.125,267042.09,NY_077
53,Construction of new educational and vocational structures,132.96751,15463249,4450854.5,2628254.75,1569319.75,150888.39,NY_077
54,Construction of new highways and streets,100.33256,17094078,2732212.75,2431916.75,2136824.25,157639.84,NY_077
55,"Construction of new commercial structures, including farm structures",179.62129,18969720,3059991.75,4829727,650812.5625,334877.78,NY_077
56,Construction of other new nonresidential structures,241.07161,19481398,4801180.5,6321773.5,-2888656.75,233372.86,NY_077
57,Construction of new single-family residential structures,292.22806,34052040,4654862,8045370,2943824,1094290,NY_077
58,Construction of new multifamily residential structures,88.611801,7051127,1435376.125,2493087.75,831046.1875,185043.48,NY_077
59,Construction of other new residential structures,200.12679,33439704,3664872.25,5507038,2101099.5,582086.13,NY_077
60,Maintenance and repair construction of nonresidential structures,133.62337,22729046,2205157.5,3793776.25,1037336.6875,380585.44,NY_077
61,Maintenance and repair construction of residential structures,69.755592,12503858,1300969.625,1686878.875,789702.75,385469.28,NY_077
62,"Maintenance and repair construction of highways, streets, bridges, and tunnels",48.110126,4476594,804573.875,1353378.375,-413830.65625,81724.336,NY_077
63,Dog and cat food manufacturing,0,0,0,0,0,0,NY_077
64,Other animal food manufacturing,26.148659,26802556,1444056.875,9142.7626953125,546931.875,1487297.4,NY_077
65,Flour milling,0,0,0,0,0,0,NY_077
66,Rice milling,0,0,0,0,0,0,NY_077
67,Malt manufacturing,0,0,0,0,0,0,NY_077
68,Wet corn milling,0,0,0,0,0,0,NY_077
69,Soybean and other oilseed processing,0,0,0,0,0,0,NY_077
70,Fats and oils refining and blending,0,0,0,0,0,0,NY_077
71,Breakfast cereal manufacturing,0,0,0,0,0,0,NY_077
72,Beet sugar manufacturing,0,0,0,0,0,0,NY_077
73,Sugar cane mills and refining,0,0,0,0,0,0,NY_077
74,Nonchocolate confectionery manufacturing,7.0544863,2429270.5,62318.55859375,3559.471435546875,4507.64599609375,69980.922,NY_077
75,Chocolate and confectionery manufacturing from cacao beans,0,0,0,0,0,0,NY_077
76,Confectionery manufacturing from purchased chocolate,0,0,0,0,0,0,NY_077
77,"Frozen fruits, juices and vegetables manufacturing",0,0,0,0,0,0,NY_077
78,Frozen specialties manufacturing,0,0,0,0,0,0,NY_077
79,Canned fruits and vegetables manufacturing,47.562557,21708848,2422550,22982.146484375,307660.46875,495960.69,NY_077
80,Canned specialties,0,0,0,0,0,0,NY_077
81,Dehydrated food products manufacturing,0,0,0,0,0,0,NY_077
82,Cheese manufacturing,0,0,0,0,0,0,NY_077
83,"Dry, condensed, and evaporated dairy product manufacturing",80.644867,99819576,4914792.5,27056.69140625,1209843.625,2594984,NY_077
84,Fluid milk manufacturing,0,0,0,0,0,0,NY_077
85,Creamery butter manufacturing,0,0,0,0,0,0,NY_077
86,Ice cream and frozen dessert manufacturing,0,0,0,0,0,0,NY_077
87,Frozen cakes and other pastries manufacturing,31.472408,2729885.25,840448.5625,128337.9375,127628.4609375,373597.78,NY_077
88,Poultry processing,12.744277,3719054.25,507626.0625,27502.951171875,26090.478515625,86655.859,NY_077
89,"Animal, except poultry, slaughtering",0,0,0,0,0,0,NY_077
90,Meat processed from carcasses,0,0,0,0,0,0,NY_077
91,Rendering and meat byproduct processing,0,0,0,0,0,0,NY_077
92,Seafood product preparation and packaging,0,0,0,0,0,0,NY_077
93,"Bread and bakery product, except frozen, manufacturing",35.096542,4275220,889181.375,131339.578125,79819.65625,247594.97,NY_077
94,Cookie and cracker manufacturing,0,0,0,0,0,0,NY_077
95,"Dry pasta, mixes, and dough manufacturing",0,0,0,0,0,0,NY_077
96,Tortilla manufacturing,0,0,0,0,0,0,NY_077
97,Roasted nuts and peanut butter manufacturing,2.6595442,1181435.375,223798.984375,0,39685.98046875,20751.176,NY_077
98,Other snack food manufacturing,2.7056427,1337947.5,231215.5,0,32559.689453125,31210.389,NY_077
99,Coffee and tea manufacturing,16.466105,9468293,379917.09375,17196.353515625,58392.421875,283205.56,NY_077
100,Flavoring syrup and concentrate manufacturing,0,0,0,0,0,0,NY_077
101,"Mayonnaise, dressing, and sauce manufacturing",28.83499,14346224,1163687.125,8192.7626953125,168940.296875,409791.88,NY_077
102,Spice and extract manufacturing,0,0,0,0,0,0,NY_077
103,All other food manufacturing,0,0,0,0,0,0,NY_077
104,Bottled and canned soft drinks & water,11.508637,7410420,234337.796875,4473.5966796875,38598.125,331231.06,NY_077
105,Manufactured ice,0,0,0,0,0,0,NY_077
106,Breweries,70.572067,37037920,3370292.5,44851.61328125,739518.5,11225972,NY_077
107,Wineries,21.396288,6423167,275294.375,26474.26953125,28865.10546875,916660.5,NY_077
108,Distilleries,4.8990831,8585326,175705.46875,7966.80712890625,73478.4921875,5376700.5,NY_077
109,Tobacco product manufacturing,0,0,0,0,0,0,NY_077
110,"Fiber, yarn, and thread mills",0,0,0,0,0,0,NY_077
111,Broadwoven fabric mills,13.687789,3385702.25,731376.5,11416.12109375,271942.3125,66143,NY_077
112,Narrow fabric mills and schiffli machine embroidery,0,0,0,0,0,0,NY_077
113,Nonwoven fabric mills,0,0,0,0,0,0,NY_077
114,Knit fabric mills,0,0,0,0,0,0,NY_077
115,Textile and fabric finishing mills,0,0,0,0,0,0,NY_077
116,Fabric coating mills,0,0,0,0,0,0,NY_077
117,Carpet and rug mills,0,0,0,0,0,0,NY_077
118,Curtain and linen mills,0,0,0,0,0,0,NY_077
119,Textile bag and canvas mills,22.556229,3400511.25,731752.5625,210.2764739990234,164186.359375,71164.391,NY_077
120,"Rope, cordage, twine, tire cord and tire fabric mills",0,0,0,0,0,0,NY_077
121,Other textile product mills,0,0,0,0,0,0,NY_077
122,Hosiery and sock mills,.29711491,26495.6640625,3402.44677734375,1640.691284179688,941.0090942382813,4623.5171,NY_077
123,Other apparel knitting mills,.28709084,25037.685546875,3398.519775390625,1515.80615234375,728.57861328125,2114.5442,NY_077
124,Cut and sew apparel contractors,.28174835,12885.4296875,3397.368896484375,1482.7294921875,80.15065002441406,540.75183,NY_077
125,Mens and boys cut and sew apparel manufacturing,.28394982,32899.59765625,3397.492431640625,1496.247680664063,996.1405029296875,1367.4321,NY_077
126,Womens and girls cut and sew apparel manufacturing,.28205362,50296.7109375,3397.151611328125,1483.851318359375,1733.716552734375,1341.5718,NY_077
127,Other cut and sew apparel manufacturing,.28484729,28108.83984375,3397.71240234375,1497.760864257813,905.3604736328125,1411.5729,NY_077
128,Apparel accessories and other apparel manufacturing,23.207571,2318508.25,1190411.75,-829120.625,299294.96875,122623.72,NY_077
129,Leather and hide tanning and finishing,0,0,0,0,0,0,NY_077
130,Footwear manufacturing,0,0,0,0,0,0,NY_077
131,Other leather and allied product manufacturing,23.383572,2560164,828292.375,-36016.359375,29263.9765625,54307.133,NY_077
132,Sawmills,92.761047,24137874,4357182,47411.703125,739505.8125,339156.09,NY_077
133,Wood preservation,0,0,0,0,0,0,NY_077
134,Veneer and plywood manufacturing,0,0,0,0,0,0,NY_077
135,Engineered wood member and truss manufacturing,0,0,0,0,0,0,NY_077
136,Reconstituted wood product manufacturing,0,0,0,0,0,0,NY_077
137,Wood windows and door manufacturing,0,0,0,0,0,0,NY_077
138,"Cut stock, resawing lumber, and planing",0,0,0,0,0,0,NY_077
139,"Other millwork, including flooring",0,0,0,0,0,0,NY_077
140,Wood container and pallet manufacturing,0,0,0,0,0,0,NY_077
141,Manufactured home (mobile home) manufacturing,0,0,0,0,0,0,NY_077
142,Prefabricated wood building manufacturing,0,0,0,0,0,0,NY_077
143,All other miscellaneous wood product manufacturing,40.096458,6181175,1431877.375,7795.62744140625,172524.5,91349.711,NY_077
144,Pulp mills,0,0,0,0,0,0,NY_077
145,Paper mills,0,0,0,0,0,0,NY_077
146,Paperboard mills,0,0,0,0,0,0,NY_077
147,Paperboard container manufacturing,40.162113,19372944,3409046.5,283309.25,398418.3125,306448.5,NY_077
148,Paper bag and coated and treated paper manufacturing,0,0,0,0,0,0,NY_077
149,Stationery product manufacturing,0,0,0,0,0,0,NY_077
150,Sanitary paper product manufacturing,0,0,0,0,0,0,NY_077
151,All other converted paper product manufacturing,0,0,0,0,0,0,NY_077
152,Printing,28.249281,3106144.75,421189.34375,-35319.61328125,184418.953125,86392.453,NY_077
153,Support activities for printing,0,0,0,0,0,0,NY_077
154,Petroleum refineries,0,0,0,0,0,0,NY_077
155,Asphalt paving mixture and block manufacturing,19.118185,17014660,2022012,128343.296875,2544463.75,213763.78,NY_077
156,Asphalt shingle and coating materials manufacturing,0,0,0,0,0,0,NY_077
157,Petroleum lubricating oil and grease manufacturing,0,0,0,0,0,0,NY_077
158,All other petroleum and coal products manufacturing,0,0,0,0,0,0,NY_077
159,Petrochemical manufacturing,0,0,0,0,0,0,NY_077
160,Industrial gas manufacturing,0,0,0,0,0,0,NY_077
161,Synthetic dye and pigment manufacturing,0,0,0,0,0,0,NY_077
162,Other basic inorganic chemical manufacturing,0,0,0,0,0,0,NY_077
163,Other basic organic chemical manufacturing,0,0,0,0,0,0,NY_077
164,Plastics material and resin manufacturing,0,0,0,0,0,0,NY_077
165,Synthetic rubber manufacturing,0,0,0,0,0,0,NY_077
166,Artificial and synthetic fibers and filaments manufacturing,0,0,0,0,0,0,NY_077
167,Nitrogenous fertilizer manufacturing,0,0,0,0,0,0,NY_077
168,Phosphatic fertilizer manufacturing,0,0,0,0,0,0,NY_077
169,Fertilizer mixing,0,0,0,0,0,0,NY_077
170,Pesticide and other agricultural chemical manufacturing,0,0,0,0,0,0,NY_077
171,Medicinal and botanical manufacturing,0,0,0,0,0,0,NY_077
172,Pharmaceutical preparation manufacturing,13.956754,17407322,1289759,582.6500244140625,3584587.25,699812.31,NY_077
173,In-vitro diagnostic substance manufacturing,0,0,0,0,0,0,NY_077
174,Biological product (except diagnostic) manufacturing,0,0,0,0,0,0,NY_077
175,Paint and coating manufacturing,0,0,0,0,0,0,NY_077
176,Adhesive manufacturing,0,0,0,0,0,0,NY_077
177,Soap and other detergent manufacturing,0,0,0,0,0,0,NY_077
178,Polish and other sanitation good manufacturing,0,0,0,0,0,0,NY_077
179,Surface active agent manufacturing,0,0,0,0,0,0,NY_077
180,Toilet preparation manufacturing,0,0,0,0,0,0,NY_077
181,Printing ink manufacturing,0,0,0,0,0,0,NY_077
182,Explosives manufacturing,0,0,0,0,0,0,NY_077
183,Custom compounding of purchased resins,0,0,0,0,0,0,NY_077
184,Photographic film and chemical manufacturing,0,0,0,0,0,0,NY_077
185,Other miscellaneous chemical product manufacturing,0,0,0,0,0,0,NY_077
186,Plastics packaging materials and unlaminated film and sheet manufacturing,0,0,0,0,0,0,NY_077
187,Unlaminated plastics profile shape manufacturing,0,0,0,0,0,0,NY_077
188,Plastics pipe and pipe fitting manufacturing,0,0,0,0,0,0,NY_077
189,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",0,0,0,0,0,0,NY_077
190,Polystyrene foam product manufacturing,0,0,0,0,0,0,NY_077
191,Urethane and other foam product (except polystyrene) manufacturing,0,0,0,0,0,0,NY_077
192,Plastics bottle manufacturing,0,0,0,0,0,0,NY_077
193,Other plastics product manufacturing,176.2122,59461968,12001423,18028.015625,13383702,729669.81,NY_077
194,Tire manufacturing,0,0,0,0,0,0,NY_077
195,Rubber and plastics hoses and belting manufacturing,0,0,0,0,0,0,NY_077
196,Other rubber product manufacturing,0,0,0,0,0,0,NY_077
197,"Pottery, ceramics, and plumbing fixture manufacturing",10.047916,1506497.625,420996.34375,2925.02099609375,183938,31998.396,NY_077
198,"Brick, tile, and other structural clay product manufacturing",0,0,0,0,0,0,NY_077
199,Flat glass manufacturing,0,0,0,0,0,0,NY_077
200,Other pressed and blown glass and glassware manufacturing,0,0,0,0,0,0,NY_077
201,Glass container manufacturing,0,0,0,0,0,0,NY_077
202,Glass product manufacturing made of purchased glass,0,0,0,0,0,0,NY_077
203,Cement manufacturing,0,0,0,0,0,0,NY_077
204,Ready-mix concrete manufacturing,10.08252,3701672.5,376137.3125,559.0072631835938,416020.875,75825.195,NY_077
205,Concrete block and brick manufacturing,25.673388,9081491,1542876.75,1301.212158203125,2182903.25,185420.33,NY_077
206,Concrete pipe manufacturing,0,0,0,0,0,0,NY_077
207,Other concrete product manufacturing,0,0,0,0,0,0,NY_077
208,Lime manufacturing,0,0,0,0,0,0,NY_077
209,Gypsum product manufacturing,0,0,0,0,0,0,NY_077
210,Abrasive product manufacturing,14.061939,6381043.5,865612,265.4209899902344,2726573,104624.14,NY_077
211,Cut stone and stone product manufacturing,0,0,0,0,0,0,NY_077
212,Ground or treated mineral and earth manufacturing,0,0,0,0,0,0,NY_077
213,Mineral wool manufacturing,0,0,0,0,0,0,NY_077
214,Miscellaneous nonmetallic mineral products manufacturing,0,0,0,0,0,0,NY_077
215,Iron and steel mills and ferroalloy manufacturing,0,0,0,0,0,0,NY_077
216,"Iron, steel pipe and tube manufacturing from purchased steel",0,0,0,0,0,0,NY_077
217,Rolled steel shape manufacturing,0,0,0,0,0,0,NY_077
218,Steel wire drawing,0,0,0,0,0,0,NY_077
219,Alumina refining and primary aluminum production,0,0,0,0,0,0,NY_077
220,Secondary smelting and alloying of aluminum,0,0,0,0,0,0,NY_077
221,"Aluminum sheet, plate, and foil manufacturing",0,0,0,0,0,0,NY_077
222,"Other aluminum rolling, drawing and extruding",0,0,0,0,0,0,NY_077
223,Nonferrous metal (exc aluminum) smelting and refining,0,0,0,0,0,0,NY_077
224,"Copper rolling, drawing, extruding and alloying",0,0,0,0,0,0,NY_077
225,"Nonferrous metal, except copper and aluminum, shaping",0,0,0,0,0,0,NY_077
226,Secondary processing of other nonferrous metals,0,0,0,0,0,0,NY_077
227,Ferrous metal foundries,0,0,0,0,0,0,NY_077
228,Nonferrous metal foundries,1.5061067,216292.328125,0,-1329.618286132813,0,5522.3276,NY_077
229,Custom roll forming,0,0,0,0,0,0,NY_077
230,Crown and closure manufacturing and metal stamping,0,0,0,0,0,0,NY_077
231,Iron and steel forging,0,0,0,0,0,0,NY_077
232,Nonferrous forging,0,0,0,0,0,0,NY_077
233,"Cutlery, utensil, pot, and pan manufacturing",0,0,0,0,0,0,NY_077
234,Handtool manufacturing,0,0,0,0,0,0,NY_077
235,Prefabricated metal buildings and components manufacturing,0,0,0,0,0,0,NY_077
236,Fabricated structural metal manufacturing,0,0,0,0,0,0,NY_077
237,Plate work manufacturing,0,0,0,0,0,0,NY_077
238,Metal window and door manufacturing,0,0,0,0,0,0,NY_077
239,Sheet metal work manufacturing,0,0,0,0,0,0,NY_077
240,Ornamental and architectural metal work manufacturing,0,0,0,0,0,0,NY_077
241,Power boiler and heat exchanger manufacturing,0,0,0,0,0,0,NY_077
242,Metal tank (heavy gauge) manufacturing,0,0,0,0,0,0,NY_077
243,Metal cans manufacturing,0,0,0,0,0,0,NY_077
244,"Metal barrels, drums and pails manufacturing",0,0,0,0,0,0,NY_077
245,Hardware manufacturing,0,0,0,0,0,0,NY_077
246,Spring and wire product manufacturing,17.586576,4566829,1239502.625,0,349008.65625,71464.797,NY_077
247,Machine shops,3.2676358,503651.03125,230572.140625,0,26931.75390625,7579.9927,NY_077
248,"Turned product and screw, nut, and bolt manufacturing",0,0,0,0,0,0,NY_077
249,Metal heat treating,0,0,0,0,0,0,NY_077
250,Metal coating and nonprecious engraving,0,0,0,0,0,0,NY_077
251,"Electroplating, anodizing, and coloring metal",0,0,0,0,0,0,NY_077
252,"Valve and fittings, other than plumbing, manufacturing",0,0,0,0,0,0,NY_077
253,Plumbing fixture fitting and trim manufacturing,0,0,0,0,0,0,NY_077
254,Ball and roller bearing manufacturing,0,0,0,0,0,0,NY_077
255,Small arms ammunition manufacturing,0,0,0,0,0,0,NY_077
256,"Ammunition, except for small arms, manufacturing",0,0,0,0,0,0,NY_077
257,"Small arms, ordnance, and accessories manufacturing",0,0,0,0,0,0,NY_077
258,Fabricated pipe and pipe fitting manufacturing,0,0,0,0,0,0,NY_077
259,Other fabricated metal manufacturing,0,0,0,0,0,0,NY_077
260,Farm machinery and equipment manufacturing,4.7906289,2129814,360712.09375,0,164586.921875,44210.488,NY_077
261,Lawn and garden equipment manufacturing,45.378242,23345962,2127350.25,3103.510986328125,1892521.25,428885.47,NY_077
262,Construction machinery manufacturing,0,0,0,0,0,0,NY_077
263,Mining machinery and equipment manufacturing,0,0,0,0,0,0,NY_077
264,Oil and gas field machinery and equipment manufacturing,0,0,0,0,0,0,NY_077
265,Semiconductor machinery manufacturing,0,0,0,0,0,0,NY_077
266,Food product machinery manufacturing,0,0,0,0,0,0,NY_077
267,"Sawmill, woodworking, and paper machinery",0,0,0,0,0,0,NY_077
268,Printing machinery and equipment manufacturing,0,0,0,0,0,0,NY_077
269,All other industrial machinery manufacturing,5.9114037,1643981.5,448038.6875,0,172251.140625,29912.152,NY_077
270,Optical instrument and lens manufacturing,0,0,0,0,0,0,NY_077
271,Photographic and photocopying equipment manufacturing,0,0,0,0,0,0,NY_077
272,Other commercial service industry machinery manufacturing,0,0,0,0,0,0,NY_077
273,Air purification and ventilation equipment manufacturing,0,0,0,0,0,0,NY_077
274,Heating equipment (except warm air furnaces) manufacturing,0,0,0,0,0,0,NY_077
275,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",0,0,0,0,0,0,NY_077
276,Industrial mold manufacturing,30.394457,4873016,1702552.875,0,310263.6875,87857.883,NY_077
277,"Special tool, die, jig, and fixture manufacturing",7.1389065,1114897.375,364317.1875,1163.432006835938,141767.234375,20472.779,NY_077
278,Cutting tool and machine tool accessory manufacturing,0,0,0,0,0,0,NY_077
279,Machine tool manufacturing,0,0,0,0,0,0,NY_077
280,Rolling mill and other metalworking machinery manufacturing,0,0,0,0,0,0,NY_077
281,Turbine and turbine generator set units manufacturing,0,0,0,0,0,0,NY_077
282,"Speed changer, industrial high-speed drive, and gear manufacturing",0,0,0,0,0,0,NY_077
283,Mechanical power transmission equipment manufacturing,0,0,0,0,0,0,NY_077
284,Other engine equipment manufacturing,0,0,0,0,0,0,NY_077
285,Pump and pumping equipment manufacturing,0,0,0,0,0,0,NY_077
286,Air and gas compressor manufacturing,0,0,0,0,0,0,NY_077
287,Elevator and moving stairway manufacturing,0,0,0,0,0,0,NY_077
288,Conveyor and conveying equipment manufacturing,0,0,0,0,0,0,NY_077
289,"Overhead cranes, hoists, and monorail systems manufacturing",0,0,0,0,0,0,NY_077
290,"Industrial truck, trailer, and stacker manufacturing",0,0,0,0,0,0,NY_077
291,Power-driven handtool manufacturing,0,0,0,0,0,0,NY_077
292,Welding and soldering equipment manufacturing,0,0,0,0,0,0,NY_077
293,Packaging machinery manufacturing,0,0,0,0,0,0,NY_077
294,Industrial process furnace and oven manufacturing,0,0,0,0,0,0,NY_077
295,Fluid power cylinder and actuator manufacturing,0,0,0,0,0,0,NY_077
296,Fluid power pump and motor manufacturing,0,0,0,0,0,0,NY_077
297,"Scales, balances, and miscellaneous general purpose machinery manufacturing",0,0,0,0,0,0,NY_077
298,Electronic computer manufacturing,0,0,0,0,0,0,NY_077
299,Computer storage device manufacturing,0,0,0,0,0,0,NY_077
300,Computer terminals and other computer peripheral equipment manufacturing,0,0,0,0,0,0,NY_077
301,Telephone apparatus manufacturing,38.657917,21452246,1820345.375,-9598.603515625,804276.0625,629634.56,NY_077
302,Broadcast and wireless communications equipment manufacturing,0,0,0,0,0,0,NY_077
303,Other communications equipment manufacturing,0,0,0,0,0,0,NY_077
304,Audio and video equipment manufacturing,2.5241647,945799.375,33977.30859375,-15358.48828125,12237.677734375,26567.596,NY_077
305,Printed circuit assembly (electronic assembly) manufacturing,0,0,0,0,0,0,NY_077
306,Bare printed circuit board manufacturing,0,0,0,0,0,0,NY_077
307,Semiconductor and related device manufacturing,0,0,0,0,0,0,NY_077
308,"Capacitor, resistor, coil, transformer, and other inductor manufacturing",39.855965,8437255,2000792,-15547.3291015625,336633.125,153243.73,NY_077
309,Electronic connector manufacturing,0,0,0,0,0,0,NY_077
310,Other electronic component manufacturing,53.020966,12215947,3025446,-6248.9814453125,167675.671875,227335.75,NY_077
311,Electromedical and electrotherapeutic apparatus manufacturing,0,0,0,0,0,0,NY_077
312,"Search, detection, and navigation instruments manufacturing",0,0,0,0,0,0,NY_077
313,Automatic environmental control manufacturing,0,0,0,0,0,0,NY_077
314,Industrial process variable instruments manufacturing,0,0,0,0,0,0,NY_077
315,Totalizing fluid meter and counting device manufacturing,0,0,0,0,0,0,NY_077
316,Electricity and signal testing instruments manufacturing,0,0,0,0,0,0,NY_077
317,Analytical laboratory instrument manufacturing,0,0,0,0,0,0,NY_077
318,Irradiation apparatus manufacturing,0,0,0,0,0,0,NY_077
319,"Watch, clock, and other measuring and controlling device manufacturing",37.817368,10325716,2408215.5,-8088.6064453125,926546,229275.59,NY_077
320,Blank magnetic and optical recording media manufacturing,0,0,0,0,0,0,NY_077
321,Software and other prerecorded and record reproducing,0,0,0,0,0,0,NY_077
322,Electric lamp bulb and part manufacturing,0,0,0,0,0,0,NY_077
323,Lighting fixture manufacturing,6.3851914,1366915.75,0,821.1112670898438,0,36894.859,NY_077
324,Small electrical appliance manufacturing,0,0,0,0,0,0,NY_077
325,Household cooking appliance manufacturing,0,0,0,0,0,0,NY_077
326,Household refrigerator and home freezer manufacturing,0,0,0,0,0,0,NY_077
327,Household laundry equipment manufacturing,0,0,0,0,0,0,NY_077
328,Other major household appliance manufacturing,0,0,0,0,0,0,NY_077
329,"Power, distribution, and specialty transformer manufacturing",0,0,0,0,0,0,NY_077
330,Motor and generator manufacturing,0,0,0,0,0,0,NY_077
331,Switchgear and switchboard apparatus manufacturing,0,0,0,0,0,0,NY_077
332,Relay and industrial control manufacturing,0,0,0,0,0,0,NY_077
333,Storage battery manufacturing,0,0,0,0,0,0,NY_077
334,Primary battery manufacturing,0,0,0,0,0,0,NY_077
335,Fiber optic cable manufacturing,0,0,0,0,0,0,NY_077
336,Other communication and energy wire manufacturing,0,0,0,0,0,0,NY_077
337,Wiring device manufacturing,0,0,0,0,0,0,NY_077
338,Carbon and graphite product manufacturing,0,0,0,0,0,0,NY_077
339,All other miscellaneous electrical equipment and component manufacturing,0,0,0,0,0,0,NY_077
340,Automobile manufacturing,0,0,0,0,0,0,NY_077
341,Light truck and utility vehicle manufacturing,0,0,0,0,0,0,NY_077
342,Heavy duty truck manufacturing,0,0,0,0,0,0,NY_077
343,Motor vehicle body manufacturing,128.94502,47594936,11976035,5213.07177734375,1534730.625,682063.63,NY_077
344,Truck trailer manufacturing,0,0,0,0,0,0,NY_077
345,Motor home manufacturing,0,0,0,0,0,0,NY_077
346,Travel trailer and camper manufacturing,0,0,0,0,0,0,NY_077
347,Motor vehicle gasoline engine and engine parts manufacturing,0,0,0,0,0,0,NY_077
348,Motor vehicle electrical and electronic equipment manufacturing,0,0,0,0,0,0,NY_077
349,Motor vehicle transmission and power train parts manufacturing,0,0,0,0,0,0,NY_077
350,Motor vehicle seating and interior trim manufacturing,0,0,0,0,0,0,NY_077
351,Motor vehicle metal stamping,0,0,0,0,0,0,NY_077
352,Other motor vehicle parts manufacturing,0,0,0,0,0,0,NY_077
353,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",0,0,0,0,0,0,NY_077
354,Aircraft manufacturing,0,0,0,0,0,0,NY_077
355,Aircraft engine and engine parts manufacturing,0,0,0,0,0,0,NY_077
